entry_id	year	EngganoSource	id	year_id	words	commons	commons_tokenised	ipa	ipa_tokenised
21	1888	Helfrich 1888	9	1888	fanema	fanema	f a n e m a	fanema	f a n e m a
25	1888	Helfrich 1888	10	1888	maho	maho	m a h o	maho	m a h o
32	1888	Helfrich 1888	11	1888	kanik	kanik	k a n i k	kanik	k a n i k
140	1888	Helfrich 1888	54	1888	kihu	kixu	k i x u	kiçu	k i ç u
219	1888	Helfrich 1888	76	1888	ahoewaja	ahuwaja	a h u w a j a	ahuwad͡ʒa	a h u w a d͡ʒ a
227	1888	Helfrich 1888	80	1888	horiekie	horiki	h o r i k i	horiki	h o r i k i
244	1888	Helfrich 1888	85	1888	èkèh	EkEh	E k E h	ɛkɛh	ɛ k ɛ h
280	1888	Helfrich 1888	95	1888	abèha	abEha	a b E h a	abɛha	a b ɛ h a
307	1888	Helfrich 1888	102	1888	oesoe	usu	u s u	usu	u s u
316	1888	Helfrich 1888	105	1888	hoanièk²	hoaniE'	h o a n i E '	hoaniɛʔ	h o a n i ɛ ʔ
319	1888	Helfrich 1888	106	1888	kadeboek²	kadebu'	k a d e b u '	kadebuʔ	k a d e b u ʔ
333	1888	Helfrich 1888	110	1888	èkoewĕ	Ekuwė	E k u w ė	ɛkuwə	ɛ k u w ə
390	1888	Helfrich 1888	130	1888	èbihoe	Ebixu	E b i x u	ɛbiçu	ɛ b i ç u
432	1888	Helfrich 1888	146	1888	kidai[boe]	kida:i[bu]	k i d a:i [ b u ]	kidai[bu]	k i d ai [ b u ]
468	1888	Helfrich 1888	151	1888	kakorowaha	kakorowaha	k a k o r o w a h a	kakorowaha	k a k o r o w a h a
508	1888	Helfrich 1888	159	1888	kahabĕ	kahabė	k a h a b ė	kahabə	k a h a b ə
598	1888	Helfrich 1888	178	1888	èloka ; èloha	Eloka ; Eloha	E l o k a # ; # E l o h a	ɛloka ; ɛloha	ɛ l o k a # ; # ɛ l o h a
609	1888	Helfrich 1888	180	1888	èfoeroe èloha	Efuru Eloha	E f u r u # E l o h a	ɛfuru ɛloha	ɛ f u r u # ɛ l o h a
686	1888	Helfrich 1888	204	1888	kabaho	kabaho	k a b a h o	kabaho	k a b a h o
826	1888	Helfrich 1888	249	1888	èaboewe	Eabuwe	E a b u w e	ɛabuwe	ɛ a b u w e
833	1888	Helfrich 1888	252	1888	popa	popa	p o p a	popa	p o p a
909	1888	Helfrich 1888	278	1888	éba	eba	e b a	eba	e b a
926	1888	Helfrich 1888	282	1888	èoboieĕ	Eobo:ieė	E o b o:i e ė	ɛobɔieə	ɛ o b ɔi e ə
931	1888	Helfrich 1888	284	1888	mèo	mEo	m E o	mɛo	m ɛ o
946	1888	Helfrich 1888	289	1888	dafèhodoe	dafEhodu	d a f E h o d u	dafɛhodu	d a f ɛ h o d u
947	1888	Helfrich 1888	290	1888	kioboe najomoe	kiobu najomu	k i o b u # n a j o m u	kiobu nad͡ʒomu	k i o b u # n a d͡ʒ o m u
